layer,site_code,category,n,description
AS18_17,CH_059_BE,7,1444,Terres arables
AS18_17,CH_059_BE,8,823,"Prairies naturelles, pâturages locaux"
AS18_17,CH_059_BE,10,597,Forêt (sans forêt buissonnante)
AS18_17,CH_059_BE,12,71,Autres surfaces boisées
AS18_17,CH_059_BE,14,23,Cours d’eau
AS18_17,CH_059_BE,15,2,Végétation improductive
AS18_17,CH_059_BE,16,3,Surfaces sans végétation
AS18_17,CH_060_BE,1,35,Aires industrielles et artisanales
AS18_17,CH_060_BE,2,473,Aires de bâtiments
AS18_17,CH_060_BE,3,245,Surfaces de transport
AS18_17,CH_060_BE,4,7,Surfaces d’infrastructure spéciale
AS18_17,CH_060_BE,5,16,Espaces verts et lieux de détente
AS18_17,CH_060_BE,6,148,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_060_BE,7,3131,Terres arables
AS18_17,CH_060_BE,8,3843,"Prairies naturelles, pâturages locaux"
AS18_17,CH_060_BE,10,2581,Forêt (sans forêt buissonnante)
AS18_17,CH_060_BE,12,211,Autres surfaces boisées
AS18_17,CH_060_BE,14,145,Cours d’eau
AS18_17,CH_060_BE,15,6,Végétation improductive
AS18_17,CH_060_BE,16,1,Surfaces sans végétation
AS18_17,CH_063_BE,1,37,Aires industrielles et artisanales
AS18_17,CH_063_BE,2,247,Aires de bâtiments
AS18_17,CH_063_BE,3,105,Surfaces de transport
AS18_17,CH_063_BE,4,11,Surfaces d’infrastructure spéciale
AS18_17,CH_063_BE,5,25,Espaces verts et lieux de détente
AS18_17,CH_063_BE,6,50,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_063_BE,7,716,Terres arables
AS18_17,CH_063_BE,8,431,"Prairies naturelles, pâturages locaux"
AS18_17,CH_063_BE,10,998,Forêt (sans forêt buissonnante)
AS18_17,CH_063_BE,12,42,Autres surfaces boisées
AS18_17,CH_063_BE,13,4,Lacs
AS18_17,CH_063_BE,14,11,Cours d’eau
AS18_17,CH_066_ZH,1,39,Aires industrielles et artisanales
AS18_17,CH_066_ZH,2,295,Aires de bâtiments
AS18_17,CH_066_ZH,3,185,Surfaces de transport
AS18_17,CH_066_ZH,4,21,Surfaces d’infrastructure spéciale
AS18_17,CH_066_ZH,5,28,Espaces verts et lieux de détente
AS18_17,CH_066_ZH,6,48,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_066_ZH,7,334,Terres arables
AS18_17,CH_066_ZH,8,1925,"Prairies naturelles, pâturages locaux"
AS18_17,CH_066_ZH,9,27,Alpages
AS18_17,CH_066_ZH,10,3183,Forêt (sans forêt buissonnante)
AS18_17,CH_066_ZH,12,144,Autres surfaces boisées
AS18_17,CH_066_ZH,13,5,Lacs
AS18_17,CH_066_ZH,14,38,Cours d’eau
AS18_17,CH_066_ZH,15,61,Végétation improductive
AS18_17,CH_066_ZH,16,2,Surfaces sans végétation
AS18_17,CH_067_BL,1,150,Aires industrielles et artisanales
AS18_17,CH_067_BL,2,741,Aires de bâtiments
AS18_17,CH_067_BL,3,376,Surfaces de transport
AS18_17,CH_067_BL,4,71,Surfaces d’infrastructure spéciale
AS18_17,CH_067_BL,5,92,Espaces verts et lieux de détente
AS18_17,CH_067_BL,6,242,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_067_BL,7,765,Terres arables
AS18_17,CH_067_BL,8,924,"Prairies naturelles, pâturages locaux"
AS18_17,CH_067_BL,10,2896,Forêt (sans forêt buissonnante)
AS18_17,CH_067_BL,12,132,Autres surfaces boisées
AS18_17,CH_067_BL,13,4,Lacs
AS18_17,CH_067_BL,14,23,Cours d’eau
AS18_17,CH_067_BL,15,20,Végétation improductive
AS18_17,CH_067_BL,16,1,Surfaces sans végétation
AS18_17,CH_068_JU,1,122,Aires industrielles et artisanales
AS18_17,CH_068_JU,2,564,Aires de bâtiments
AS18_17,CH_068_JU,3,308,Surfaces de transport
AS18_17,CH_068_JU,4,48,Surfaces d’infrastructure spéciale
AS18_17,CH_068_JU,5,61,Espaces verts et lieux de détente
AS18_17,CH_068_JU,6,52,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_068_JU,7,1847,Terres arables
AS18_17,CH_068_JU,8,1351,"Prairies naturelles, pâturages locaux"
AS18_17,CH_068_JU,9,648,Alpages
AS18_17,CH_068_JU,10,3755,Forêt (sans forêt buissonnante)
AS18_17,CH_068_JU,12,249,Autres surfaces boisées
AS18_17,CH_068_JU,13,1,Lacs
AS18_17,CH_068_JU,14,27,Cours d’eau
AS18_17,CH_068_JU,15,13,Végétation improductive
AS18_17,CH_068_JU,16,3,Surfaces sans végétation
AS18_17,CH_069_JU,1,6,Aires industrielles et artisanales
AS18_17,CH_069_JU,2,140,Aires de bâtiments
AS18_17,CH_069_JU,3,86,Surfaces de transport
AS18_17,CH_069_JU,4,10,Surfaces d’infrastructure spéciale
AS18_17,CH_069_JU,5,10,Espaces verts et lieux de détente
AS18_17,CH_069_JU,6,42,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_069_JU,7,844,Terres arables
AS18_17,CH_069_JU,8,1205,"Prairies naturelles, pâturages locaux"
AS18_17,CH_069_JU,9,950,Alpages
AS18_17,CH_069_JU,10,3260,Forêt (sans forêt buissonnante)
AS18_17,CH_069_JU,12,206,Autres surfaces boisées
AS18_17,CH_069_JU,13,1,Lacs
AS18_17,CH_069_JU,14,21,Cours d’eau
AS18_17,CH_069_JU,15,8,Végétation improductive
AS18_17,CH_069_JU,16,4,Surfaces sans végétation
AS18_17,CH_070_TG,1,112,Aires industrielles et artisanales
AS18_17,CH_070_TG,2,700,Aires de bâtiments
AS18_17,CH_070_TG,3,349,Surfaces de transport
AS18_17,CH_070_TG,4,54,Surfaces d’infrastructure spéciale
AS18_17,CH_070_TG,5,60,Espaces verts et lieux de détente
AS18_17,CH_070_TG,6,146,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_070_TG,7,2345,Terres arables
AS18_17,CH_070_TG,8,1606,"Prairies naturelles, pâturages locaux"
AS18_17,CH_070_TG,10,1658,Forêt (sans forêt buissonnante)
AS18_17,CH_070_TG,12,100,Autres surfaces boisées
AS18_17,CH_070_TG,13,5,Lacs
AS18_17,CH_070_TG,14,28,Cours d’eau
AS18_17,CH_070_TG,15,22,Végétation improductive
AS18_17,CH_070_TG,16,7,Surfaces sans végétation
AS18_17,CH_071_TG,1,41,Aires industrielles et artisanales
AS18_17,CH_071_TG,2,323,Aires de bâtiments
AS18_17,CH_071_TG,3,188,Surfaces de transport
AS18_17,CH_071_TG,4,19,Surfaces d’infrastructure spéciale
AS18_17,CH_071_TG,5,18,Espaces verts et lieux de détente
AS18_17,CH_071_TG,6,146,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_071_TG,7,1732,Terres arables
AS18_17,CH_071_TG,8,1496,"Prairies naturelles, pâturages locaux"
AS18_17,CH_071_TG,10,1143,Forêt (sans forêt buissonnante)
AS18_17,CH_071_TG,12,59,Autres surfaces boisées
AS18_17,CH_071_TG,13,6,Lacs
AS18_17,CH_071_TG,14,13,Cours d’eau
AS18_17,CH_071_TG,15,20,Végétation improductive
AS18_17,CH_071_TG,16,4,Surfaces sans végétation
AS18_17,CH_072_TG,1,14,Aires industrielles et artisanales
AS18_17,CH_072_TG,2,129,Aires de bâtiments
AS18_17,CH_072_TG,3,92,Surfaces de transport
AS18_17,CH_072_TG,4,18,Surfaces d’infrastructure spéciale
AS18_17,CH_072_TG,5,7,Espaces verts et lieux de détente
AS18_17,CH_072_TG,6,176,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_072_TG,7,1443,Terres arables
AS18_17,CH_072_TG,8,689,"Prairies naturelles, pâturages locaux"
AS18_17,CH_072_TG,10,737,Forêt (sans forêt buissonnante)
AS18_17,CH_072_TG,12,57,Autres surfaces boisées
AS18_17,CH_072_TG,13,12,Lacs
AS18_17,CH_072_TG,14,8,Cours d’eau
AS18_17,CH_072_TG,15,10,Végétation improductive
AS18_17,CH_072_TG,16,2,Surfaces sans végétation
AS18_17,CH_074_NW,1,21,Aires industrielles et artisanales
AS18_17,CH_074_NW,2,138,Aires de bâtiments
AS18_17,CH_074_NW,3,94,Surfaces de transport
AS18_17,CH_074_NW,4,24,Surfaces d’infrastructure spéciale
AS18_17,CH_074_NW,5,6,Espaces verts et lieux de détente
AS18_17,CH_074_NW,6,19,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_074_NW,7,2,Terres arables
AS18_17,CH_074_NW,8,1696,"Prairies naturelles, pâturages locaux"
AS18_17,CH_074_NW,9,1579,Alpages
AS18_17,CH_074_NW,10,2624,Forêt (sans forêt buissonnante)
AS18_17,CH_074_NW,11,23,Forêt buissonnante
AS18_17,CH_074_NW,12,269,Autres surfaces boisées
AS18_17,CH_074_NW,14,74,Cours d’eau
AS18_17,CH_074_NW,15,179,Végétation improductive
AS18_17,CH_074_NW,16,170,Surfaces sans végétation
AS18_17,CH_075_ZG,1,217,Aires industrielles et artisanales
AS18_17,CH_075_ZG,2,972,Aires de bâtiments
AS18_17,CH_075_ZG,3,550,Surfaces de transport
AS18_17,CH_075_ZG,4,108,Surfaces d’infrastructure spéciale
AS18_17,CH_075_ZG,5,219,Espaces verts et lieux de détente
AS18_17,CH_075_ZG,6,220,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_075_ZG,7,1628,Terres arables
AS18_17,CH_075_ZG,8,1167,"Prairies naturelles, pâturages locaux"
AS18_17,CH_075_ZG,10,633,Forêt (sans forêt buissonnante)
AS18_17,CH_075_ZG,12,76,Autres surfaces boisées
AS18_17,CH_075_ZG,13,1509,Lacs
AS18_17,CH_075_ZG,14,38,Cours d’eau
AS18_17,CH_075_ZG,15,54,Végétation improductive
AS18_17,CH_076_ZG,1,68,Aires industrielles et artisanales
AS18_17,CH_076_ZG,2,469,Aires de bâtiments
AS18_17,CH_076_ZG,3,218,Surfaces de transport
AS18_17,CH_076_ZG,4,70,Surfaces d’infrastructure spéciale
AS18_17,CH_076_ZG,5,50,Espaces verts et lieux de détente
AS18_17,CH_076_ZG,6,195,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_076_ZG,7,581,Terres arables
AS18_17,CH_076_ZG,8,2572,"Prairies naturelles, pâturages locaux"
AS18_17,CH_076_ZG,10,1907,Forêt (sans forêt buissonnante)
AS18_17,CH_076_ZG,12,113,Autres surfaces boisées
AS18_17,CH_076_ZG,13,181,Lacs
AS18_17,CH_076_ZG,14,34,Cours d’eau
AS18_17,CH_076_ZG,15,112,Végétation improductive
AS18_17,CH_076_ZG,16,3,Surfaces sans végétation
AS18_17,CH_079_AG,1,91,Aires industrielles et artisanales
AS18_17,CH_079_AG,2,521,Aires de bâtiments
AS18_17,CH_079_AG,3,194,Surfaces de transport
AS18_17,CH_079_AG,4,43,Surfaces d’infrastructure spéciale
AS18_17,CH_079_AG,5,58,Espaces verts et lieux de détente
AS18_17,CH_079_AG,6,77,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_079_AG,7,1084,Terres arables
AS18_17,CH_079_AG,8,445,"Prairies naturelles, pâturages locaux"
AS18_17,CH_079_AG,10,1124,Forêt (sans forêt buissonnante)
AS18_17,CH_079_AG,12,33,Autres surfaces boisées
AS18_17,CH_079_AG,13,2,Lacs
AS18_17,CH_079_AG,14,13,Cours d’eau
AS18_17,CH_079_AG,15,2,Végétation improductive
AS18_17,CH_084_JU,1,31,Aires industrielles et artisanales
AS18_17,CH_084_JU,2,197,Aires de bâtiments
AS18_17,CH_084_JU,3,284,Surfaces de transport
AS18_17,CH_084_JU,4,60,Surfaces d’infrastructure spéciale
AS18_17,CH_084_JU,5,20,Espaces verts et lieux de détente
AS18_17,CH_084_JU,6,59,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_084_JU,7,1399,Terres arables
AS18_17,CH_084_JU,8,916,"Prairies naturelles, pâturages locaux"
AS18_17,CH_084_JU,9,37,Alpages
AS18_17,CH_084_JU,10,2802,Forêt (sans forêt buissonnante)
AS18_17,CH_084_JU,12,91,Autres surfaces boisées
AS18_17,CH_084_JU,13,2,Lacs
AS18_17,CH_084_JU,14,18,Cours d’eau
AS18_17,CH_084_JU,15,80,Végétation improductive
AS18_17,CH_084_JU,16,50,Surfaces sans végétation
AS18_17,CH_084_JU,NA,473,NA
AS18_17,CH_085_NE,1,29,Aires industrielles et artisanales
AS18_17,CH_085_NE,2,155,Aires de bâtiments
AS18_17,CH_085_NE,3,142,Surfaces de transport
AS18_17,CH_085_NE,4,17,Surfaces d’infrastructure spéciale
AS18_17,CH_085_NE,5,25,Espaces verts et lieux de détente
AS18_17,CH_085_NE,6,55,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_085_NE,7,198,Terres arables
AS18_17,CH_085_NE,8,1854,"Prairies naturelles, pâturages locaux"
AS18_17,CH_085_NE,9,575,Alpages
AS18_17,CH_085_NE,10,3130,Forêt (sans forêt buissonnante)
AS18_17,CH_085_NE,12,163,Autres surfaces boisées
AS18_17,CH_085_NE,13,3,Lacs
AS18_17,CH_085_NE,14,28,Cours d’eau
AS18_17,CH_085_NE,15,67,Végétation improductive
AS18_17,CH_085_NE,16,33,Surfaces sans végétation
AS18_17,CH_087_JU,1,156,Aires industrielles et artisanales
AS18_17,CH_087_JU,2,798,Aires de bâtiments
AS18_17,CH_087_JU,3,424,Surfaces de transport
AS18_17,CH_087_JU,4,85,Surfaces d’infrastructure spéciale
AS18_17,CH_087_JU,5,73,Espaces verts et lieux de détente
AS18_17,CH_087_JU,6,110,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_087_JU,7,3264,Terres arables
AS18_17,CH_087_JU,8,2306,"Prairies naturelles, pâturages locaux"
AS18_17,CH_087_JU,9,1181,Alpages
AS18_17,CH_087_JU,10,6101,Forêt (sans forêt buissonnante)
AS18_17,CH_087_JU,12,350,Autres surfaces boisées
AS18_17,CH_087_JU,13,3,Lacs
AS18_17,CH_087_JU,14,59,Cours d’eau
AS18_17,CH_087_JU,15,18,Végétation improductive
AS18_17,CH_087_JU,16,13,Surfaces sans végétation
AS18_17,CH_088_JU,1,9,Aires industrielles et artisanales
AS18_17,CH_088_JU,2,120,Aires de bâtiments
AS18_17,CH_088_JU,3,194,Surfaces de transport
AS18_17,CH_088_JU,4,5,Surfaces d’infrastructure spéciale
AS18_17,CH_088_JU,5,13,Espaces verts et lieux de détente
AS18_17,CH_088_JU,6,20,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_088_JU,7,618,Terres arables
AS18_17,CH_088_JU,8,2719,"Prairies naturelles, pâturages locaux"
AS18_17,CH_088_JU,9,1195,Alpages
AS18_17,CH_088_JU,10,4834,Forêt (sans forêt buissonnante)
AS18_17,CH_088_JU,12,349,Autres surfaces boisées
AS18_17,CH_088_JU,13,2,Lacs
AS18_17,CH_088_JU,14,118,Cours d’eau
AS18_17,CH_088_JU,15,10,Végétation improductive
AS18_17,CH_088_JU,16,2,Surfaces sans végétation
AS18_17,CH_088_JU,NA,1397,NA
AS18_17,CH_089_SO,1,213,Aires industrielles et artisanales
AS18_17,CH_089_SO,2,523,Aires de bâtiments
AS18_17,CH_089_SO,3,342,Surfaces de transport
AS18_17,CH_089_SO,4,66,Surfaces d’infrastructure spéciale
AS18_17,CH_089_SO,5,36,Espaces verts et lieux de détente
AS18_17,CH_089_SO,6,70,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_089_SO,7,911,Terres arables
AS18_17,CH_089_SO,8,969,"Prairies naturelles, pâturages locaux"
AS18_17,CH_089_SO,9,265,Alpages
AS18_17,CH_089_SO,10,2353,Forêt (sans forêt buissonnante)
AS18_17,CH_089_SO,12,114,Autres surfaces boisées
AS18_17,CH_089_SO,13,1,Lacs
AS18_17,CH_089_SO,14,17,Cours d’eau
AS18_17,CH_089_SO,16,4,Surfaces sans végétation
AS18_17,CH_091_GR,1,7,Aires industrielles et artisanales
AS18_17,CH_091_GR,2,122,Aires de bâtiments
AS18_17,CH_091_GR,3,98,Surfaces de transport
AS18_17,CH_091_GR,4,15,Surfaces d’infrastructure spéciale
AS18_17,CH_091_GR,5,63,Espaces verts et lieux de détente
AS18_17,CH_091_GR,8,731,"Prairies naturelles, pâturages locaux"
AS18_17,CH_091_GR,9,3829,Alpages
AS18_17,CH_091_GR,10,1536,Forêt (sans forêt buissonnante)
AS18_17,CH_091_GR,11,607,Forêt buissonnante
AS18_17,CH_091_GR,12,173,Autres surfaces boisées
AS18_17,CH_091_GR,13,7,Lacs
AS18_17,CH_091_GR,14,125,Cours d’eau
AS18_17,CH_091_GR,15,1281,Végétation improductive
AS18_17,CH_091_GR,16,2375,Surfaces sans végétation
AS18_17,CH_091_GR,17,26,"Glaciers, névés"
AS18_17,CH_092_BE,1,38,Aires industrielles et artisanales
AS18_17,CH_092_BE,2,180,Aires de bâtiments
AS18_17,CH_092_BE,3,172,Surfaces de transport
AS18_17,CH_092_BE,4,14,Surfaces d’infrastructure spéciale
AS18_17,CH_092_BE,5,12,Espaces verts et lieux de détente
AS18_17,CH_092_BE,6,31,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_092_BE,7,19,Terres arables
AS18_17,CH_092_BE,8,1638,"Prairies naturelles, pâturages locaux"
AS18_17,CH_092_BE,9,1120,Alpages
AS18_17,CH_092_BE,10,1984,Forêt (sans forêt buissonnante)
AS18_17,CH_092_BE,11,91,Forêt buissonnante
AS18_17,CH_092_BE,12,199,Autres surfaces boisées
AS18_17,CH_092_BE,13,1,Lacs
AS18_17,CH_092_BE,14,89,Cours d’eau
AS18_17,CH_092_BE,15,331,Végétation improductive
AS18_17,CH_092_BE,16,151,Surfaces sans végétation
AS18_17,CH_093_LU,1,113,Aires industrielles et artisanales
AS18_17,CH_093_LU,2,323,Aires de bâtiments
AS18_17,CH_093_LU,3,182,Surfaces de transport
AS18_17,CH_093_LU,4,43,Surfaces d’infrastructure spéciale
AS18_17,CH_093_LU,5,38,Espaces verts et lieux de détente
AS18_17,CH_093_LU,6,80,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_093_LU,7,554,Terres arables
AS18_17,CH_093_LU,8,1972,"Prairies naturelles, pâturages locaux"
AS18_17,CH_093_LU,9,187,Alpages
AS18_17,CH_093_LU,10,2312,Forêt (sans forêt buissonnante)
AS18_17,CH_093_LU,12,135,Autres surfaces boisées
AS18_17,CH_093_LU,13,2,Lacs
AS18_17,CH_093_LU,14,78,Cours d’eau
AS18_17,CH_093_LU,15,35,Végétation improductive
AS18_17,CH_093_LU,16,4,Surfaces sans végétation
AS18_17,CH_094_BE,1,89,Aires industrielles et artisanales
AS18_17,CH_094_BE,2,572,Aires de bâtiments
AS18_17,CH_094_BE,3,373,Surfaces de transport
AS18_17,CH_094_BE,4,140,Surfaces d’infrastructure spéciale
AS18_17,CH_094_BE,5,50,Espaces verts et lieux de détente
AS18_17,CH_094_BE,6,23,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_094_BE,7,410,Terres arables
AS18_17,CH_094_BE,8,964,"Prairies naturelles, pâturages locaux"
AS18_17,CH_094_BE,9,1501,Alpages
AS18_17,CH_094_BE,10,4991,Forêt (sans forêt buissonnante)
AS18_17,CH_094_BE,12,382,Autres surfaces boisées
AS18_17,CH_094_BE,13,1,Lacs
AS18_17,CH_094_BE,14,28,Cours d’eau
AS18_17,CH_094_BE,15,11,Végétation improductive
AS18_17,CH_094_BE,16,14,Surfaces sans végétation
AS18_17,CH_095_GR,1,26,Aires industrielles et artisanales
AS18_17,CH_095_GR,2,272,Aires de bâtiments
AS18_17,CH_095_GR,3,192,Surfaces de transport
AS18_17,CH_095_GR,4,29,Surfaces d’infrastructure spéciale
AS18_17,CH_095_GR,5,13,Espaces verts et lieux de détente
AS18_17,CH_095_GR,6,14,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_095_GR,7,118,Terres arables
AS18_17,CH_095_GR,8,2316,"Prairies naturelles, pâturages locaux"
AS18_17,CH_095_GR,9,4345,Alpages
AS18_17,CH_095_GR,10,6888,Forêt (sans forêt buissonnante)
AS18_17,CH_095_GR,11,472,Forêt buissonnante
AS18_17,CH_095_GR,12,789,Autres surfaces boisées
AS18_17,CH_095_GR,13,5,Lacs
AS18_17,CH_095_GR,14,203,Cours d’eau
AS18_17,CH_095_GR,15,992,Végétation improductive
AS18_17,CH_095_GR,16,664,Surfaces sans végétation
AS18_17,CH_095_GR,17,1,"Glaciers, névés"
AS18_17,CH_098_TI,1,34,Aires industrielles et artisanales
AS18_17,CH_098_TI,2,398,Aires de bâtiments
AS18_17,CH_098_TI,3,144,Surfaces de transport
AS18_17,CH_098_TI,4,24,Surfaces d’infrastructure spéciale
AS18_17,CH_098_TI,5,82,Espaces verts et lieux de détente
AS18_17,CH_098_TI,6,75,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_098_TI,7,21,Terres arables
AS18_17,CH_098_TI,8,209,"Prairies naturelles, pâturages locaux"
AS18_17,CH_098_TI,9,305,Alpages
AS18_17,CH_098_TI,10,7882,Forêt (sans forêt buissonnante)
AS18_17,CH_098_TI,11,240,Forêt buissonnante
AS18_17,CH_098_TI,12,274,Autres surfaces boisées
AS18_17,CH_098_TI,13,3,Lacs
AS18_17,CH_098_TI,14,213,Cours d’eau
AS18_17,CH_098_TI,15,723,Végétation improductive
AS18_17,CH_098_TI,16,116,Surfaces sans végétation
AS18_17,CH_099_TI,1,59,Aires industrielles et artisanales
AS18_17,CH_099_TI,2,291,Aires de bâtiments
AS18_17,CH_099_TI,3,179,Surfaces de transport
AS18_17,CH_099_TI,4,80,Surfaces d’infrastructure spéciale
AS18_17,CH_099_TI,5,18,Espaces verts et lieux de détente
AS18_17,CH_099_TI,6,58,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_099_TI,7,44,Terres arables
AS18_17,CH_099_TI,8,346,"Prairies naturelles, pâturages locaux"
AS18_17,CH_099_TI,9,516,Alpages
AS18_17,CH_099_TI,10,6933,Forêt (sans forêt buissonnante)
AS18_17,CH_099_TI,11,327,Forêt buissonnante
AS18_17,CH_099_TI,12,206,Autres surfaces boisées
AS18_17,CH_099_TI,13,10,Lacs
AS18_17,CH_099_TI,14,128,Cours d’eau
AS18_17,CH_099_TI,15,440,Végétation improductive
AS18_17,CH_099_TI,16,228,Surfaces sans végétation
AS18_17,CH_100_SZ,1,86,Aires industrielles et artisanales
AS18_17,CH_100_SZ,2,501,Aires de bâtiments
AS18_17,CH_100_SZ,3,330,Surfaces de transport
AS18_17,CH_100_SZ,4,66,Surfaces d’infrastructure spéciale
AS18_17,CH_100_SZ,5,47,Espaces verts et lieux de détente
AS18_17,CH_100_SZ,6,162,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_100_SZ,7,40,Terres arables
AS18_17,CH_100_SZ,8,4241,"Prairies naturelles, pâturages locaux"
AS18_17,CH_100_SZ,9,1764,Alpages
AS18_17,CH_100_SZ,10,4330,Forêt (sans forêt buissonnante)
AS18_17,CH_100_SZ,11,30,Forêt buissonnante
AS18_17,CH_100_SZ,12,373,Autres surfaces boisées
AS18_17,CH_100_SZ,13,309,Lacs
AS18_17,CH_100_SZ,14,74,Cours d’eau
AS18_17,CH_100_SZ,15,322,Végétation improductive
AS18_17,CH_100_SZ,16,110,Surfaces sans végétation
AS18_17,CH_101_UR,1,89,Aires industrielles et artisanales
AS18_17,CH_101_UR,2,293,Aires de bâtiments
AS18_17,CH_101_UR,3,235,Surfaces de transport
AS18_17,CH_101_UR,4,33,Surfaces d’infrastructure spéciale
AS18_17,CH_101_UR,5,16,Espaces verts et lieux de détente
AS18_17,CH_101_UR,6,15,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_101_UR,7,10,Terres arables
AS18_17,CH_101_UR,8,2066,"Prairies naturelles, pâturages locaux"
AS18_17,CH_101_UR,9,2113,Alpages
AS18_17,CH_101_UR,10,4083,Forêt (sans forêt buissonnante)
AS18_17,CH_101_UR,11,943,Forêt buissonnante
AS18_17,CH_101_UR,12,265,Autres surfaces boisées
AS18_17,CH_101_UR,13,22,Lacs
AS18_17,CH_101_UR,14,163,Cours d’eau
AS18_17,CH_101_UR,15,2305,Végétation improductive
AS18_17,CH_101_UR,16,2415,Surfaces sans végétation
AS18_17,CH_101_UR,17,34,"Glaciers, névés"
AS18_17,CH_106_BE,1,53,Aires industrielles et artisanales
AS18_17,CH_106_BE,2,281,Aires de bâtiments
AS18_17,CH_106_BE,3,190,Surfaces de transport
AS18_17,CH_106_BE,4,17,Surfaces d’infrastructure spéciale
AS18_17,CH_106_BE,5,23,Espaces verts et lieux de détente
AS18_17,CH_106_BE,6,56,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_106_BE,7,2023,Terres arables
AS18_17,CH_106_BE,8,724,"Prairies naturelles, pâturages locaux"
AS18_17,CH_106_BE,10,1414,Forêt (sans forêt buissonnante)
AS18_17,CH_106_BE,12,69,Autres surfaces boisées
AS18_17,CH_106_BE,13,3,Lacs
AS18_17,CH_106_BE,14,87,Cours d’eau
AS18_17,CH_106_BE,15,5,Végétation improductive
AS18_17,CH_106_BE,16,1,Surfaces sans végétation
AS18_17,CH_111_AG,1,140,Aires industrielles et artisanales
